max_cisd_bars,entry,rr,stop_buffer,sr_max_atr,sweep_min_atr,rejection_min,volume_min,displacement_min_atr,ifvg_required,fvg_required,absorption,train_trades,train_wr,train_exp_r,train_pf,train_dd_r,valid_trades,valid_wr,valid_exp_r,valid_pf,valid_dd_r,target_50,robust_wr,robust_exp
3,FIB_786,4.0,0.25,0.3,,0.4,,0.3,False,False,BASIC,128,34.375,0.71875,2.095238095238096,10.0,60,35.0,0.75,2.1538461538461537,8.0,False,34.375,0.71875
3,FIB_786,4.0,0.25,0.3,,0.4,1.2,0.3,False,False,NONE,128,34.375,0.71875,2.095238095238096,10.0,60,35.0,0.75,2.1538461538461537,8.0,False,34.375,0.71875
3,FIB_786,4.0,0.25,0.3,,0.4,1.2,0.3,False,False,BASIC,128,34.375,0.71875,2.095238095238096,10.0,60,35.0,0.75,2.1538461538461537,8.0,False,34.375,0.71875
8,FIB_705,4.0,0.5,0.15,,0.4,,0.3,False,False,NONE,227,34.36123348017621,0.7180616740088106,2.093959731543624,16.0,109,38.53211009174312,0.926605504587156,2.5074626865671643,12.0,False,34.36123348017621,0.7180616740088106
8,NO_FIB,4.0,0.25,,0.05,,,0.5,False,False,NONE,1397,34.35934144595562,0.717967072297781,2.093784078516903,13.0,626,35.46325878594249,0.7731629392971247,2.198019801980198,12.0,False,34.35934144595562,0.717967072297781
5,NO_FIB,4.0,0.5,,0.05,,,0.5,False,False,NONE,1371,34.35448577680525,0.7177242888402626,2.0933333333333333,13.0,617,36.14262560777958,0.807131280388979,2.263959390862944,12.0,False,34.35448577680525,0.7177242888402626
3,NO_FIB,4.0,0.25,0.5,0.05,,,0.5,False,False,NONE,781,34.69910371318822,0.734955185659411,2.125490196078432,16.0,364,34.34065934065934,0.717032967032967,2.092050209205021,13.0,False,34.34065934065934,0.717032967032967
5,NO_FIB,4.0,0.25,0.5,,0.3,,0.75,False,False,NONE,346,34.971098265895954,0.7485549132947977,2.151111111111111,17.0,166,34.33734939759036,0.7168674698795181,2.091743119266055,9.0,False,34.33734939759036,0.7168674698795181
5,NO_FIB,4.0,0.5,0.5,,0.3,,0.75,False,False,NONE,344,35.46511627906977,0.7732558139534884,2.1981981981981984,17.0,166,34.33734939759036,0.7168674698795181,2.091743119266055,9.0,False,34.33734939759036,0.7168674698795181
3,NO_FIB,4.0,0.25,0.15,0.15,,,0.3,False,False,NONE,306,37.25490196078432,0.8627450980392157,2.375,9.0,134,34.32835820895522,0.7164179104477612,2.090909090909091,13.0,False,34.32835820895522,0.7164179104477612
8,FIB_786,4.0,0.25,0.3,0.05,0.4,,0.3,False,False,BASIC,134,34.32835820895522,0.7164179104477612,2.090909090909091,10.0,60,35.0,0.75,2.1538461538461537,8.0,False,34.32835820895522,0.7164179104477612
8,FIB_786,4.0,0.25,0.3,0.05,0.4,1.2,0.3,False,False,NONE,134,34.32835820895522,0.7164179104477612,2.090909090909091,10.0,60,35.0,0.75,2.1538461538461537,8.0,False,34.32835820895522,0.7164179104477612
8,FIB_786,4.0,0.25,0.3,0.05,0.4,1.2,0.3,False,False,BASIC,134,34.32835820895522,0.7164179104477612,2.090909090909091,10.0,60,35.0,0.75,2.1538461538461537,8.0,False,34.32835820895522,0.7164179104477612
5,NO_FIB,4.0,0.5,0.15,0.15,,,0.3,False,False,NONE,321,36.44859813084112,0.822429906542056,2.294117647058824,11.0,140,34.285714285714285,0.7142857142857143,2.0869565217391304,11.0,False,34.285714285714285,0.7142857142857143
3,NO_FIB,4.0,0.25,0.15,0.15,,,0.75,False,False,NONE,156,38.46153846153847,0.9230769230769232,2.5,8.0,70,34.285714285714285,0.7142857142857143,2.0869565217391304,6.0,False,34.285714285714285,0.7142857142857143
3,NO_FIB,4.0,0.5,0.15,0.15,,,0.75,False,False,NONE,155,38.70967741935484,0.935483870967742,2.526315789473684,8.0,70,34.285714285714285,0.7142857142857143,2.0869565217391304,6.0,False,34.285714285714285,0.7142857142857143
3,NO_FIB,4.0,0.5,0.5,0.05,,,0.5,False,False,NONE,773,34.28201811125485,0.7141009055627425,2.0866141732283463,16.0,360,34.44444444444444,0.7222222222222222,2.101694915254237,13.0,False,34.28201811125485,0.7141009055627425
8,NO_FIB,4.0,0.5,,0.05,,,0.5,False,False,NONE,1387,34.24657534246575,0.7123287671232876,2.083333333333333,13.0,621,35.909822866344605,0.7954911433172303,2.241206030150754,12.0,False,34.24657534246575,0.7123287671232876
8,NO_FIB,4.0,0.25,0.15,0.15,,,,False,False,NONE,397,34.76070528967254,0.7380352644836272,2.1312741312741315,11.0,184,34.23913043478261,0.7119565217391305,2.0826446280991737,12.0,False,34.23913043478261,0.7119565217391305
5,NO_FIB,4.0,0.25,0.15,,0.3,,0.75,False,False,NONE,167,38.32335329341318,0.9161676646706588,2.4854368932038837,9.0,76,34.21052631578947,0.7105263157894737,2.08,10.0,False,34.21052631578947,0.7105263157894737
5,NO_FIB,4.0,0.5,0.15,,0.3,,0.75,False,False,NONE,166,39.1566265060241,0.9578313253012049,2.5742574257425743,9.0,76,34.21052631578947,0.7105263157894737,2.08,10.0,False,34.21052631578947,0.7105263157894737
5,NO_FIB,4.0,0.5,0.5,0.05,,,0.5,False,False,NONE,816,34.19117647058824,0.7095588235294118,2.078212290502793,17.0,377,34.748010610079575,0.7374005305039788,2.130081300813008,13.0,False,34.19117647058824,0.7095588235294118
3,FIB_705,4.0,0.25,0.15,0.05,0.4,,0.3,False,False,NONE,202,34.15841584158416,0.7079207920792079,2.075187969924812,14.0,97,35.051546391752574,0.7525773195876289,2.1587301587301586,12.0,False,34.15841584158416,0.7079207920792079
5,NO_FIB,4.0,0.5,0.15,,,,0.5,False,False,NONE,449,38.53006681514477,0.9265033407572384,2.5072463768115942,8.0,205,34.14634146341464,0.7073170731707317,2.074074074074074,8.0,False,34.14634146341464,0.7073170731707317
5,FIB_705,4.0,0.25,0.15,0.05,0.4,,0.3,False,False,NONE,205,34.14634146341464,0.7073170731707317,2.074074074074074,14.0,99,36.36363636363637,0.8181818181818182,2.2857142857142856,12.0,False,34.14634146341464,0.7073170731707317
5,FIB_786,4.0,0.25,0.15,0.05,0.4,,0.3,False,False,NONE,174,35.05747126436782,0.7528735632183908,2.15929203539823,9.0,82,34.14634146341464,0.7073170731707317,2.074074074074074,12.0,False,34.14634146341464,0.7073170731707317
8,NO_FIB,4.0,0.25,0.3,,,,0.75,False,False,NONE,412,36.650485436893206,0.8325242718446602,2.314176245210728,9.0,208,34.13461538461539,0.7067307692307693,2.072992700729927,10.0,False,34.13461538461539,0.7067307692307693
8,NO_FIB,4.0,0.5,0.3,,,,0.75,False,False,NONE,411,36.982968369829685,0.8491484184914841,2.347490347490348,9.0,208,34.13461538461539,0.7067307692307693,2.072992700729927,10.0,False,34.13461538461539,0.7067307692307693
5,FIB_786,4.0,0.5,0.15,,0.3,,0.3,False,False,NONE,255,34.11764705882353,0.7058823529411765,2.071428571428572,14.0,129,34.88372093023256,0.7441860465116279,2.142857142857143,13.0,False,34.11764705882353,0.7058823529411765
8,NO_FIB,4.0,0.5,0.5,0.05,,,0.5,False,False,NONE,824,34.101941747572816,0.7050970873786407,2.0699815837937385,13.0,379,34.56464379947229,0.7282321899736148,2.1129032258064515,13.0,False,34.101941747572816,0.7050970873786407
3,FIB_786,4.0,0.25,0.5,0.05,0.4,,0.3,False,False,BASIC,182,34.065934065934066,0.7032967032967034,2.066666666666667,13.0,81,34.5679012345679,0.7283950617283951,2.1132075471698117,9.0,False,34.065934065934066,0.7032967032967034
3,FIB_786,4.0,0.25,0.5,0.05,0.4,1.2,0.3,False,False,NONE,182,34.065934065934066,0.7032967032967034,2.066666666666667,13.0,81,34.5679012345679,0.7283950617283951,2.1132075471698117,9.0,False,34.065934065934066,0.7032967032967034
3,FIB_786,4.0,0.25,0.5,0.05,0.4,1.2,0.3,False,False,BASIC,182,34.065934065934066,0.7032967032967034,2.066666666666667,13.0,81,34.5679012345679,0.7283950617283951,2.1132075471698117,9.0,False,34.065934065934066,0.7032967032967034
3,NO_FIB,4.0,0.25,0.5,0.15,,,0.75,False,False,NONE,383,35.24804177545692,0.762402088772846,2.177419354838709,10.0,185,34.054054054054056,0.7027027027027027,2.065573770491804,11.0,False,34.054054054054056,0.7027027027027027
3,NO_FIB,4.0,0.5,0.5,0.15,,,0.75,False,False,NONE,381,35.43307086614173,0.7716535433070866,2.1951219512195124,10.0,185,34.054054054054056,0.7027027027027027,2.065573770491804,11.0,False,34.054054054054056,0.7027027027027027
8,FIB_786,4.0,0.25,0.3,,0.4,,,False,False,BASIC,185,34.054054054054056,0.7027027027027027,2.065573770491804,7.0,81,34.5679012345679,0.7283950617283951,2.1132075471698117,10.0,False,34.054054054054056,0.7027027027027027
8,FIB_786,4.0,0.25,0.3,,0.4,1.2,,False,False,NONE,185,34.054054054054056,0.7027027027027027,2.065573770491804,7.0,81,34.5679012345679,0.7283950617283951,2.1132075471698117,10.0,False,34.054054054054056,0.7027027027027027
8,FIB_786,4.0,0.25,0.3,,0.4,1.2,,False,False,BASIC,185,34.054054054054056,0.7027027027027027,2.065573770491804,7.0,81,34.5679012345679,0.7283950617283951,2.1132075471698117,10.0,False,34.054054054054056,0.7027027027027027
8,NO_FIB,4.0,0.5,0.15,0.15,,,0.3,False,False,NONE,324,36.11111111111111,0.8055555555555556,2.260869565217391,11.0,141,34.04255319148936,0.7021276595744681,2.064516129032258,11.0,False,34.04255319148936,0.7021276595744681
5,NO_FIB,4.0,0.25,0.3,0.05,,,0.75,False,False,NONE,382,35.86387434554974,0.7931937172774869,2.236734693877551,9.0,191,34.031413612565444,0.7015706806282722,2.063492063492064,9.0,False,34.031413612565444,0.7015706806282722
5,NO_FIB,4.0,0.5,0.3,0.05,,,0.75,False,False,NONE,381,35.958005249343834,0.7979002624671916,2.2459016393442623,9.0,191,34.031413612565444,0.7015706806282722,2.063492063492064,9.0,False,34.031413612565444,0.7015706806282722
5,FIB_705,4.0,0.25,0.15,0.05,0.4,,0.5,False,False,NONE,144,34.02777777777778,0.7013888888888888,2.0631578947368423,12.0,76,34.21052631578947,0.7105263157894737,2.08,11.0,False,34.02777777777778,0.7013888888888888
5,FIB_705,4.0,0.5,0.15,0.05,0.4,,0.5,False,False,NONE,144,34.02777777777778,0.7013888888888888,2.0631578947368423,12.0,76,34.21052631578947,0.7105263157894737,2.08,11.0,False,34.02777777777778,0.7013888888888888
8,NO_FIB,4.0,0.25,0.5,0.15,,,0.75,False,False,NONE,406,35.467980295566505,0.7733990147783252,2.198473282442748,10.0,197,34.01015228426396,0.700507614213198,2.0615384615384613,11.0,False,34.01015228426396,0.700507614213198
8,NO_FIB,4.0,0.5,0.5,0.15,,,0.75,False,False,NONE,404,35.64356435643564,0.7821782178217822,2.2153846153846155,10.0,197,34.01015228426396,0.700507614213198,2.0615384615384613,11.0,False,34.01015228426396,0.700507614213198
8,NO_FIB,4.0,0.5,0.15,,,,0.5,False,False,NONE,454,38.1057268722467,0.9052863436123348,2.4626334519572954,8.0,206,33.980582524271846,0.6990291262135923,2.0588235294117645,8.0,False,33.980582524271846,0.6990291262135923
8,FIB_705,4.0,0.25,0.15,0.05,0.4,,0.3,False,False,NONE,206,33.980582524271846,0.6990291262135923,2.0588235294117645,14.0,100,36.0,0.8,2.25,12.0,False,33.980582524271846,0.6990291262135923
5,NO_FIB,4.0,0.25,0.15,,,,0.3,False,False,NONE,582,36.08247422680412,0.8041237113402062,2.2580645161290325,12.0,265,33.9622641509434,0.6981132075471698,2.057142857142857,13.0,False,33.9622641509434,0.6981132075471698
3,NO_FIB,4.0,0.5,0.15,0.15,,,0.5,False,False,NONE,233,39.05579399141631,0.9527896995708156,2.563380281690141,9.0,106,33.9622641509434,0.6981132075471698,2.057142857142857,8.0,False,33.9622641509434,0.6981132075471698
5,NO_FIB,4.0,0.25,0.3,0.15,,,0.5,False,False,NONE,465,34.623655913978496,0.7311827956989247,2.1184210526315788,11.0,221,33.93665158371041,0.6968325791855203,2.054794520547945,12.0,False,33.93665158371041,0.6968325791855203
5,NO_FIB,4.0,0.25,0.5,,0.3,,0.5,False,False,NONE,603,35.65505804311774,0.7827529021558872,2.216494845360825,14.0,277,33.935018050541515,0.6967509025270758,2.054644808743169,11.0,False,33.935018050541515,0.6967509025270758
8,NO_FIB,4.0,0.25,0.5,,0.3,,0.75,False,False,NONE,349,35.24355300859599,0.7621776504297995,2.1769911504424777,17.0,168,33.92857142857143,0.6964285714285714,2.054054054054054,10.0,False,33.92857142857143,0.6964285714285714
8,NO_FIB,4.0,0.5,0.5,,0.3,,0.75,False,False,NONE,347,35.73487031700288,0.7867435158501441,2.2242152466367715,17.0,168,33.92857142857143,0.6964285714285714,2.054054054054054,10.0,False,33.92857142857143,0.6964285714285714
5,FIB_786,4.0,0.25,0.15,0.05,0.3,,0.3,False,False,NONE,230,33.91304347826087,0.6956521739130435,2.0526315789473686,12.0,119,35.294117647058826,0.7647058823529411,2.1818181818181817,13.0,False,33.91304347826087,0.6956521739130435
3,NO_FIB,4.0,0.25,0.15,0.15,,,,False,False,NONE,371,34.77088948787062,0.738544474393531,2.1322314049586777,9.0,174,33.90804597701149,0.6954022988505747,2.0521739130434784,13.0,False,33.90804597701149,0.6954022988505747
5,FIB_705,4.0,0.25,0.15,,0.3,,0.3,False,False,NONE,292,33.9041095890411,0.6952054794520548,2.051813471502591,14.0,154,35.064935064935064,0.7532467532467533,2.16,13.0,False,33.9041095890411,0.6952054794520548
3,FIB_786,4.0,0.25,0.3,0.05,0.4,,0.3,False,False,BASIC,127,34.645669291338585,0.7322834645669292,2.1204819277108435,10.0,59,33.89830508474576,0.6949152542372882,2.051282051282051,8.0,False,33.89830508474576,0.6949152542372882
3,FIB_786,4.0,0.25,0.3,0.05,0.4,1.2,0.3,False,False,NONE,127,34.645669291338585,0.7322834645669292,2.1204819277108435,10.0,59,33.89830508474576,0.6949152542372882,2.051282051282051,8.0,False,33.89830508474576,0.6949152542372882
3,FIB_786,4.0,0.25,0.3,0.05,0.4,1.2,0.3,False,False,BASIC,127,34.645669291338585,0.7322834645669292,2.1204819277108435,10.0,59,33.89830508474576,0.6949152542372882,2.051282051282051,8.0,False,33.89830508474576,0.6949152542372882
3,FIB_786,4.0,0.25,0.5,,0.4,,0.3,False,False,BASIC,183,33.87978142076503,0.6939890710382514,2.049586776859504,13.0,82,35.36585365853659,0.7682926829268293,2.188679245283019,9.0,False,33.87978142076503,0.6939890710382514
3,FIB_786,4.0,0.25,0.5,,0.4,1.2,0.3,False,False,NONE,183,33.87978142076503,0.6939890710382514,2.049586776859504,13.0,82,35.36585365853659,0.7682926829268293,2.188679245283019,9.0,False,33.87978142076503,0.6939890710382514
3,FIB_786,4.0,0.25,0.5,,0.4,1.2,0.3,False,False,BASIC,183,33.87978142076503,0.6939890710382514,2.049586776859504,13.0,82,35.36585365853659,0.7682926829268293,2.188679245283019,9.0,False,33.87978142076503,0.6939890710382514
5,FIB_786,4.0,0.25,0.5,,0.4,,0.3,False,False,BASIC,192,33.85416666666667,0.6927083333333334,2.047244094488189,14.0,84,35.714285714285715,0.7857142857142857,2.2222222222222223,9.0,False,33.85416666666667,0.6927083333333334
5,FIB_786,4.0,0.25,0.5,,0.4,1.2,0.3,False,False,NONE,192,33.85416666666667,0.6927083333333334,2.047244094488189,14.0,84,35.714285714285715,0.7857142857142857,2.2222222222222223,9.0,False,33.85416666666667,0.6927083333333334
5,FIB_786,4.0,0.25,0.5,,0.4,1.2,0.3,False,False,BASIC,192,33.85416666666667,0.6927083333333334,2.047244094488189,14.0,84,35.714285714285715,0.7857142857142857,2.2222222222222223,9.0,False,33.85416666666667,0.6927083333333334
8,FIB_786,4.0,0.5,0.15,,0.3,,0.3,False,False,NONE,257,33.85214007782101,0.6926070038910506,2.047058823529412,14.0,130,35.38461538461539,0.7692307692307693,2.1904761904761907,13.0,False,33.85214007782101,0.6926070038910506
5,NO_FIB,4.0,0.25,0.3,,,,0.5,False,False,NONE,684,36.11111111111111,0.8055555555555556,2.260869565217391,13.0,322,33.85093167701863,0.6925465838509317,2.0469483568075115,11.0,False,33.85093167701863,0.6925465838509317
8,NO_FIB,4.0,0.25,0.15,,,,0.3,False,False,NONE,587,35.77512776831346,0.7887563884156729,2.2281167108753315,13.0,266,33.83458646616541,0.6917293233082706,2.0454545454545454,13.0,False,33.83458646616541,0.6917293233082706
3,FIB_786,4.0,0.25,0.15,0.15,0.3,,0.3,False,False,NONE,141,34.04255319148936,0.7021276595744681,2.064516129032258,7.0,68,33.82352941176471,0.6911764705882353,2.0444444444444443,7.0,False,33.82352941176471,0.6911764705882353
8,NO_FIB,4.0,0.25,0.5,,0.3,,0.5,False,False,NONE,608,35.69078947368421,0.7845394736842105,2.21994884910486,14.0,278,33.81294964028777,0.6906474820143885,2.0434782608695654,11.0,False,33.81294964028777,0.6906474820143885
5,FIB_786,4.0,0.25,0.3,,0.4,,0.3,False,False,NONE,349,33.810888252149,0.6905444126074498,2.0432900432900434,16.0,151,34.437086092715234,0.7218543046357616,2.101010101010101,15.0,False,33.810888252149,0.6905444126074498
8,NO_FIB,4.0,0.25,0.15,,0.3,,0.75,False,False,NONE,168,38.095238095238095,0.9047619047619048,2.4615384615384617,9.0,77,33.76623376623377,0.6883116883116883,2.0392156862745097,10.0,False,33.76623376623377,0.6883116883116883
8,NO_FIB,4.0,0.5,0.15,,0.3,,0.75,False,False,NONE,167,38.92215568862276,0.9461077844311376,2.549019607843137,9.0,77,33.76623376623377,0.6883116883116883,2.0392156862745097,10.0,False,33.76623376623377,0.6883116883116883
8,FIB_705,4.0,0.25,0.15,0.05,0.4,,0.5,False,False,NONE,145,33.793103448275865,0.6896551724137931,2.0416666666666665,12.0,77,33.76623376623377,0.6883116883116883,2.0392156862745097,11.0,False,33.76623376623377,0.6883116883116883
8,FIB_705,4.0,0.5,0.15,0.05,0.4,,0.5,False,False,NONE,145,33.793103448275865,0.6896551724137931,2.0416666666666665,12.0,77,33.76623376623377,0.6883116883116883,2.0392156862745097,11.0,False,33.76623376623377,0.6883116883116883
5,FIB_786,4.0,0.25,0.3,0.05,0.4,,,False,False,BASIC,180,34.44444444444444,0.7222222222222222,2.101694915254237,7.0,80,33.75,0.6875,2.037735849056604,10.0,False,33.75,0.6875
5,FIB_786,4.0,0.25,0.3,0.05,0.4,1.2,,False,False,NONE,180,34.44444444444444,0.7222222222222222,2.101694915254237,7.0,80,33.75,0.6875,2.037735849056604,10.0,False,33.75,0.6875
5,FIB_786,4.0,0.25,0.3,0.05,0.4,1.2,,False,False,BASIC,180,34.44444444444444,0.7222222222222222,2.101694915254237,7.0,80,33.75,0.6875,2.037735849056604,10.0,False,33.75,0.6875
8,FIB_786,4.0,0.25,0.3,0.05,0.4,,,False,False,BASIC,182,34.065934065934066,0.7032967032967034,2.066666666666667,7.0,80,33.75,0.6875,2.037735849056604,10.0,False,33.75,0.6875
8,FIB_786,4.0,0.25,0.3,0.05,0.4,1.2,,False,False,NONE,182,34.065934065934066,0.7032967032967034,2.066666666666667,7.0,80,33.75,0.6875,2.037735849056604,10.0,False,33.75,0.6875
8,FIB_786,4.0,0.25,0.3,0.05,0.4,1.2,,False,False,BASIC,182,34.065934065934066,0.7032967032967034,2.066666666666667,7.0,80,33.75,0.6875,2.037735849056604,10.0,False,33.75,0.6875
8,FIB_786,4.0,0.5,0.15,0.05,0.4,,0.3,False,False,NONE,175,34.85714285714286,0.7428571428571429,2.1403508771929824,9.0,83,33.734939759036145,0.6867469879518072,2.036363636363636,12.0,False,33.734939759036145,0.6867469879518072
3,FIB_786,4.0,0.25,0.15,,0.3,,0.3,False,False,NONE,252,33.730158730158735,0.6865079365079365,2.035928143712575,13.0,124,35.483870967741936,0.7741935483870968,2.2,13.0,False,33.730158730158735,0.6865079365079365
5,NO_FIB,4.0,0.5,0.5,,0.3,,0.5,False,False,NONE,595,35.294117647058826,0.7647058823529411,2.1818181818181817,14.0,276,33.69565217391305,0.6847826086956522,2.0327868852459017,11.0,False,33.69565217391305,0.6847826086956522
5,FIB_786,4.0,0.25,0.5,0.05,0.4,,0.3,False,False,BASIC,190,33.68421052631579,0.6842105263157895,2.031746031746032,14.0,83,34.93975903614458,0.7469879518072289,2.1481481481481484,9.0,False,33.68421052631579,0.6842105263157895
5,FIB_786,4.0,0.25,0.5,0.05,0.4,1.2,0.3,False,False,NONE,190,33.68421052631579,0.6842105263157895,2.031746031746032,14.0,83,34.93975903614458,0.7469879518072289,2.1481481481481484,9.0,False,33.68421052631579,0.6842105263157895
5,FIB_786,4.0,0.25,0.5,0.05,0.4,1.2,0.3,False,False,BASIC,190,33.68421052631579,0.6842105263157895,2.031746031746032,14.0,83,34.93975903614458,0.7469879518072289,2.1481481481481484,9.0,False,33.68421052631579,0.6842105263157895
5,FIB_705,4.0,0.5,0.15,,0.3,,0.3,False,False,NONE,291,33.67697594501718,0.6838487972508591,2.0310880829015545,14.0,154,34.41558441558442,0.7207792207792207,2.099009900990099,13.0,False,33.67697594501718,0.6838487972508591
8,FIB_705,4.0,0.25,0.15,,0.3,,0.3,False,False,NONE,294,33.6734693877551,0.6836734693877551,2.0307692307692307,14.0,155,34.83870967741935,0.7419354838709677,2.1386138613861387,13.0,False,33.6734693877551,0.6836734693877551
3,NO_FIB,4.0,0.25,,0.15,,,0.5,False,False,NONE,1108,33.66425992779784,0.6832129963898917,2.029931972789116,12.0,505,35.64356435643564,0.7821782178217822,2.2153846153846155,18.0,False,33.66425992779784,0.6832129963898917
3,FIB_705,4.0,0.5,0.15,0.05,0.4,,0.3,False,False,NONE,202,33.663366336633665,0.6831683168316832,2.029850746268657,14.0,97,34.02061855670103,0.7010309278350515,2.0625,12.0,False,33.663366336633665,0.6831683168316832
3,NO_FIB,4.0,0.25,0.5,,,,0.3,False,False,NONE,1088,33.731617647058826,0.6865808823529411,2.0360610263522885,15.0,508,33.661417322834644,0.6830708661417323,2.029673590504451,11.0,False,33.661417322834644,0.6830708661417323
5,FIB_705,4.0,0.5,0.15,0.05,0.4,,0.3,False,False,NONE,205,33.65853658536586,0.6829268292682927,2.0294117647058822,14.0,99,35.35353535353536,0.7676767676767676,2.1875,12.0,False,33.65853658536586,0.6829268292682927
8,FIB_786,4.0,0.25,0.3,0.15,0.4,,0.3,False,False,NONE,250,34.0,0.7,2.060606060606061,14.0,107,33.64485981308411,0.6822429906542056,2.028169014084507,11.0,False,33.64485981308411,0.6822429906542056
5,NO_FIB,4.0,0.5,0.3,0.15,,,0.5,False,False,NONE,461,34.27331887201736,0.7136659436008677,2.0858085808580857,11.0,220,33.63636363636363,0.6818181818181818,2.0273972602739727,12.0,False,33.63636363636363,0.6818181818181818
5,FIB_705,4.0,0.25,0.3,,0.3,,0.5,False,False,NONE,342,33.62573099415205,0.6812865497076024,2.026431718061674,12.0,177,34.463276836158194,0.7231638418079096,2.103448275862069,16.0,False,33.62573099415205,0.6812865497076024
5,FIB_705,4.0,0.5,0.3,,0.3,,0.5,False,False,NONE,342,33.62573099415205,0.6812865497076024,2.026431718061674,12.0,177,34.463276836158194,0.7231638418079096,2.103448275862069,16.0,False,33.62573099415205,0.6812865497076024
8,FIB_786,4.0,0.25,0.15,0.05,0.3,,0.3,False,False,NONE,232,33.62068965517241,0.6810344827586207,2.0259740259740258,12.0,120,35.833333333333336,0.7916666666666666,2.2337662337662336,13.0,False,33.62068965517241,0.6810344827586207
8,FIB_786,4.0,0.25,0.3,,0.4,,0.3,False,False,NONE,351,33.61823361823362,0.6809116809116809,2.025751072961373,17.0,152,34.868421052631575,0.743421052631579,2.141414141414141,15.0,False,33.61823361823362,0.6809116809116809
5,NO_FIB,4.0,0.25,0.5,,,,0.3,False,False,NONE,1140,33.59649122807017,0.6798245614035088,2.023778071334214,13.0,532,34.3984962406015,0.7199248120300752,2.097421203438395,11.0,False,33.59649122807017,0.6798245614035088
5,FIB_786,4.0,0.25,0.15,,0.3,,0.3,False,False,NONE,256,33.59375,0.6796875,2.023529411764706,14.0,129,37.2093023255814,0.8604651162790697,2.3703703703703702,13.0,False,33.59375,0.6796875
5,NO_FIB,4.0,0.25,,,0.3,,0.5,False,False,NONE,1033,33.59148112294289,0.6795740561471443,2.0233236151603498,13.0,457,33.91684901531728,0.6958424507658644,2.052980132450331,18.0,False,33.59148112294289,0.6795740561471443
5,NO_FIB,4.0,0.25,,0.15,,,0.5,False,False,NONE,1176,33.58843537414966,0.6794217687074829,2.023047375160051,11.0,526,35.741444866920155,0.7870722433460076,2.224852071005917,13.0,False,33.58843537414966,0.6794217687074829
8,NO_FIB,4.0,0.5,0.5,,0.3,,0.5,False,False,NONE,600,35.333333333333336,0.7666666666666667,2.185567010309278,14.0,277,33.57400722021661,0.6787003610108303,2.0217391304347827,11.0,False,33.57400722021661,0.6787003610108303
5,FIB_786,4.0,0.25,0.15,0.15,0.3,,0.3,False,False,NONE,143,33.56643356643357,0.6783216783216783,2.0210526315789474,7.0,71,35.2112676056338,0.7605633802816901,2.1739130434782608,7.0,False,33.56643356643357,0.6783216783216783
5,FIB_786,4.0,0.25,0.3,0.15,0.3,,0.3,False,False,NONE,312,33.65384615384615,0.6826923076923077,2.028985507246377,11.0,146,33.56164383561644,0.678082191780822,2.020618556701031,7.0,False,33.56164383561644,0.678082191780822
8,NO_FIB,4.0,0.25,,0.15,,,0.5,False,False,NONE,1189,33.55761143818335,0.6778805719091674,2.020253164556962,11.0,531,35.59322033898305,0.7796610169491526,2.210526315789474,12.0,False,33.55761143818335,0.6778805719091674
8,FIB_786,4.0,0.5,0.3,,0.4,,0.3,False,False,NONE,350,34.57142857142857,0.7285714285714285,2.11353711790393,17.0,152,33.55263157894737,0.6776315789473685,2.01980198019802,15.0,False,33.55263157894737,0.6776315789473685
8,NO_FIB,4.0,0.25,,,0.3,,0.5,False,False,NONE,1042,33.589251439539346,0.6794625719769674,2.023121387283237,13.0,459,33.551198257080614,0.6775599128540305,2.019672131147541,18.0,False,33.551198257080614,0.6775599128540305
5,NO_FIB,4.0,0.5,0.3,,,,0.5,False,False,NONE,679,35.93519882179676,0.7967599410898379,2.2436781609195404,13.0,319,33.5423197492163,0.677115987460815,2.018867924528302,11.0,False,33.5423197492163,0.677115987460815
8,NO_FIB,4.0,0.25,0.3,,,,0.5,False,False,NONE,691,35.89001447178003,0.7945007235890015,2.239277652370203,13.0,325,33.53846153846154,0.676923076923077,2.0185185185185186,11.0,False,33.53846153846154,0.676923076923077
8,FIB_786,4.0,0.25,0.3,0.05,0.4,,0.3,False,False,NONE,325,33.53846153846154,0.676923076923077,2.0185185185185186,17.0,146,33.56164383561644,0.678082191780822,2.020618556701031,15.0,False,33.53846153846154,0.676923076923077
8,FIB_705,4.0,0.25,0.3,,0.3,,0.5,False,False,NONE,346,33.52601156069364,0.6763005780346821,2.017391304347826,12.0,179,34.07821229050279,0.7039106145251397,2.067796610169492,16.0,False,33.52601156069364,0.6763005780346821
8,FIB_705,4.0,0.5,0.3,,0.3,,0.5,False,False,NONE,346,33.52601156069364,0.6763005780346821,2.017391304347826,12.0,179,34.07821229050279,0.7039106145251397,2.067796610169492,16.0,False,33.52601156069364,0.6763005780346821
8,NO_FIB,4.0,0.25,0.5,,,,0.3,False,False,NONE,1149,33.507397737162755,0.6753698868581375,2.0157068062827226,13.0,536,34.14179104477612,0.707089552238806,2.0736543909348444,11.0,False,33.507397737162755,0.6753698868581375
8,NO_FIB,4.0,0.25,0.3,0.05,,,0.75,False,False,NONE,385,35.84415584415584,0.7922077922077922,2.2348178137651824,9.0,194,33.50515463917525,0.6752577319587629,2.0155038759689923,10.0,False,33.50515463917525,0.6752577319587629
